post_type,timestamp,likes,comments,shares,state
reel,2024-12-08 15:25:24.693315,2192,51,229,Delhi
reel,2024-12-08 16:00:24.688344,1313,176,99,West Bengal
carousel,2024-12-08 16:00:24.688971,686,119,50,Karnataka
reel,2024-12-08 16:00:24.696861,1831,147,83,Maharashtra
static_image,2024-12-08 16:00:24.698872,731,65,46,Kerala
carousel,2024-12-08 16:00:24.702036,1023,125,61,Karnataka
static_image,2024-12-08 16:00:24.702305,585,88,48,Telangana
reel,2024-12-08 16:00:24.703286,1224,241,0,Gujarat
carousel,2024-12-08 16:00:24.709129,513,76,31,Karnataka
carousel,2024-12-08 16:00:24.710989,830,96,53,Madhya Pradesh
static_image,2024-12-08 16:00:24.724892,679,66,2,Telangana
static_image,2024-12-08 16:00:24.732577,637,67,49,Haryana
carousel,2024-12-08 16:00:24.732976,604,116,20,West Bengal
reel,2024-12-08 16:00:24.735117,1213,154,78,Tamil Nadu
static_image,2024-12-08 16:00:24.741231,536,47,33,Punjab
carousel,2024-12-08 17:21:24.687835,425,39,53,Madhya Pradesh
static_image,2024-12-08 17:30:24.687521,1042,60,22,Delhi
carousel,2024-12-08 17:30:24.702349,683,40,34,West Bengal
reel,2024-12-08 17:30:24.703390,1975,241,165,Delhi
static_image,2024-12-08 17:30:24.703862,623,56,24,Karnataka
static_image,2024-12-08 17:30:24.704239,720,46,27,Delhi
carousel,2024-12-08 17:30:24.705752,564,38,3,Meghalaya
static_image,2024-12-08 17:30:24.710460,458,57,68,Telangana
static_image,2024-12-08 17:30:24.712573,523,48,38,Tamil Nadu
static_image,2024-12-08 17:30:24.713870,449,43,31,Goa
carousel,2024-12-08 17:30:24.715467,847,42,50,Telangana
carousel,2024-12-08 17:30:24.726734,603,98,31,Bihar
static_image,2024-12-08 17:30:24.731280,854,81,68,Delhi
reel,2024-12-08 17:30:24.731899,795,140,49,Karnataka
reel,2024-12-08 17:30:24.733153,1181,99,109,Telangana
reel,2024-12-08 17:30:24.739661,1496,203,126,West Bengal
reel,2024-12-08 17:30:24.742762,950,85,58,Uttar Pradesh
static_image,2024-12-08 17:30:24.743624,505,56,26,Uttar Pradesh
carousel,2024-12-08 17:55:24.734325,916,124,38,Delhi
reel,2024-12-08 19:00:24.691613,1839,192,166,Karnataka
static_image,2024-12-08 19:00:24.697804,1017,80,63,Bihar
carousel,2024-12-08 19:00:24.709946,999,55,60,Maharashtra
static_image,2024-12-08 19:00:24.711373,633,77,38,Jammu and Kashmir
carousel,2024-12-08 19:00:24.711425,1083,89,40,Madhya Pradesh
static_image,2024-12-08 19:00:24.715730,603,80,47,Goa
static_image,2024-12-08 19:00:24.719266,584,90,43,Gujarat
static_image,2024-12-08 19:00:24.721950,1371,76,79,Karnataka
static_image,2024-12-08 19:00:24.723529,798,71,69,Delhi
static_image,2024-12-08 19:00:24.724126,1163,70,70,Karnataka
carousel,2024-12-08 19:00:24.730738,1528,82,123,Delhi
carousel,2024-12-08 19:00:24.731258,1371,125,51,Rajasthan
carousel,2024-12-08 19:00:24.734567,930,171,16,Uttar Pradesh
carousel,2024-12-08 19:00:24.734941,1255,74,74,West Bengal
static_image,2024-12-08 19:00:24.739094,667,79,102,Karnataka
static_image,2024-12-08 19:00:24.742652,1423,125,102,Gujarat
static_image,2024-12-08 21:24:24.706371,629,67,37,Karnataka
reel,2024-12-08 21:49:24.712385,1476,162,60,Delhi
carousel,2024-12-09 01:23:24.705442,833,94,69,Gujarat
static_image,2024-12-09 01:54:24.723348,653,34,31,Karnataka
reel,2024-12-09 02:58:24.723737,1058,192,93,Maharashtra
reel,2024-12-09 03:53:24.725069,908,110,37,Gujarat
static_image,2024-12-09 04:43:24.698003,532,33,19,Punjab
static_image,2024-12-09 06:07:24.692978,499,78,55,Maharashtra
static_image,2024-12-09 07:00:24.687760,867,59,63,Gujarat
reel,2024-12-09 08:21:24.703576,1854,187,114,Maharashtra
static_image,2024-12-09 09:03:24.716775,498,49,28,Punjab
carousel,2024-12-09 09:05:24.722974,1192,81,55,West Bengal
static_image,2024-12-09 10:08:24.686882,640,44,58,Bihar
reel,2024-12-09 11:00:24.690920,1535,102,179,Bihar
static_image,2024-12-09 11:00:24.708819,1416,176,74,Delhi
static_image,2024-12-09 11:00:24.710320,616,81,34,Madhya Pradesh
carousel,2024-12-09 11:00:24.711307,826,132,49,Telangana
reel,2024-12-09 11:00:24.720957,2298,195,202,Karnataka
static_image,2024-12-09 11:00:24.721355,1594,116,88,Delhi
carousel,2024-12-09 11:00:24.721862,1269,62,57,Karnataka
reel,2024-12-09 11:00:24.730074,1077,159,82,Bihar
carousel,2024-12-09 11:00:24.731987,1186,158,95,West Bengal
reel,2024-12-09 11:00:24.733309,1000,222,95,Jammu and Kashmir
static_image,2024-12-09 11:00:24.735804,735,48,40,Madhya Pradesh
carousel,2024-12-09 11:00:24.737191,1378,114,29,West Bengal
reel,2024-12-09 11:00:24.741662,2884,299,141,West Bengal
carousel,2024-12-09 12:00:24.687079,1166,59,69,Tamil Nadu
static_image,2024-12-09 12:00:24.691142,823,82,70,Kerala
static_image,2024-12-09 12:00:24.693044,1319,181,71,Karnataka
static_image,2024-12-09 12:00:24.703620,747,76,17,Maharashtra
carousel,2024-12-09 12:00:24.704169,1564,178,52,Kerala
static_image,2024-12-09 12:00:24.711077,869,90,54,Bihar
static_image,2024-12-09 12:00:24.711909,1224,120,113,Gujarat
static_image,2024-12-09 12:00:24.712076,1172,103,53,Delhi
static_image,2024-12-09 12:00:24.720137,1312,122,35,Karnataka
carousel,2024-12-09 12:00:24.721090,1019,141,56,Telangana
carousel,2024-12-09 12:00:24.721928,971,134,24,Tamil Nadu
static_image,2024-12-09 12:00:24.731965,650,93,85,Tamil Nadu
carousel,2024-12-09 12:00:24.732222,1128,108,69,Uttar Pradesh
reel,2024-12-09 12:00:24.732798,2034,269,191,Maharashtra
static_image,2024-12-09 12:00:24.734721,828,22,34,Chhattisgarh
reel,2024-12-09 12:00:24.738918,1666,223,214,Haryana
static_image,2024-12-09 13:36:24.726756,721,54,36,Punjab
carousel,2024-12-09 15:15:24.695601,1209,145,17,Bihar
carousel,2024-12-09 15:15:24.695711,614,71,61,Uttarakhand
reel,2024-12-09 15:15:24.696644,2829,171,165,Maharashtra
static_image,2024-12-09 15:15:24.702014,901,54,58,Rajasthan
static_image,2024-12-09 15:15:24.706240,954,127,62,Maharashtra
static_image,2024-12-09 15:15:24.712683,1072,144,43,Tamil Nadu
static_image,2024-12-09 15:15:24.714205,500,36,29,Rajasthan
static_image,2024-12-09 15:15:24.714345,918,75,33,Odisha
carousel,2024-12-09 15:15:24.715929,1216,97,72,Telangana
static_image,2024-12-09 15:15:24.718355,717,95,61,West Bengal
static_image,2024-12-09 15:15:24.724352,583,105,66,Maharashtra
reel,2024-12-09 15:15:24.727221,2288,290,229,Kerala
reel,2024-12-09 15:15:24.727550,1418,142,95,Delhi
static_image,2024-12-09 15:15:24.729118,619,54,39,Uttar Pradesh
static_image,2024-12-09 15:15:24.729958,680,35,46,Karnataka
carousel,2024-12-09 15:15:24.731789,916,59,54,Assam
carousel,2024-12-09 15:15:24.732310,995,109,30,Madhya Pradesh
carousel,2024-12-09 15:15:24.734610,1642,227,92,Delhi
reel,2024-12-09 15:37:24.705000,1594,229,95,Kerala
static_image,2024-12-09 16:29:24.743312,450,29,35,Arunachal Pradesh
carousel,2024-12-09 16:37:24.691689,789,118,47,Haryana
reel,2024-12-09 16:43:24.700127,1259,274,140,Tamil Nadu
static_image,2024-12-09 17:49:24.711255,459,58,40,West Bengal
static_image,2024-12-09 18:10:24.741311,817,137,69,Karnataka
static_image,2024-12-09 19:06:24.702873,1426,139,82,Delhi
carousel,2024-12-09 19:30:24.700957,1252,66,86,Gujarat
static_image,2024-12-09 19:30:24.702945,989,136,40,Haryana
static_image,2024-12-09 19:30:24.703598,1186,94,38,Punjab
carousel,2024-12-09 19:30:24.707852,893,121,45,Haryana
reel,2024-12-09 19:30:24.710913,1791,155,111,Gujarat
reel,2024-12-09 19:30:24.717225,1452,198,100,Bihar
static_image,2024-12-09 19:30:24.727266,840,97,45,Bihar
reel,2024-12-09 19:30:24.730028,1249,328,129,Karnataka
static_image,2024-12-09 22:22:24.702327,1047,89,40,Gujarat
reel,2024-12-09 23:00:24.727111,1471,132,66,Punjab
carousel,2024-12-09 23:01:24.685797,474,98,30,West Bengal
static_image,2024-12-09 23:40:24.737059,537,52,42,Andhra Pradesh
reel,2024-12-10 00:00:24.743800,837,121,65,Rajasthan
static_image,2024-12-10 01:01:24.697692,363,65,21,Tamil Nadu
reel,2024-12-10 02:52:24.689983,558,103,55,Tamil Nadu
static_image,2024-12-10 05:20:24.716554,855,53,53,Maharashtra
static_image,2024-12-10 06:23:24.741055,573,35,44,Telangana
reel,2024-12-10 06:47:24.706152,846,106,55,Rajasthan
reel,2024-12-10 07:00:24.688836,1257,79,65,Madhya Pradesh
reel,2024-12-10 07:00:24.695535,1459,113,76,Tamil Nadu
reel,2024-12-10 07:00:24.705530,1574,104,105,Gujarat
reel,2024-12-10 07:00:24.708338,1335,161,79,Delhi
reel,2024-12-10 07:00:24.716132,745,94,53,Haryana
reel,2024-12-10 07:00:24.738252,381,145,28,Assam
carousel,2024-12-10 07:00:24.740328,660,39,37,Haryana
static_image,2024-12-10 08:00:24.687938,1005,55,16,Karnataka
reel,2024-12-10 08:00:24.697648,1141,185,68,West Bengal
static_image,2024-12-10 08:00:24.706504,794,95,50,West Bengal
carousel,2024-12-10 08:00:24.706592,829,54,103,Delhi
carousel,2024-12-10 08:00:24.707698,721,106,50,Karnataka
reel,2024-12-10 08:00:24.710123,1278,229,186,Maharashtra
static_image,2024-12-10 08:00:24.716088,575,71,55,Tamil Nadu
reel,2024-12-10 08:00:24.725997,1275,164,62,Jharkhand
static_image,2024-12-10 08:00:24.730377,527,41,33,Bihar
reel,2024-12-10 08:00:24.733781,1041,113,82,Odisha
carousel,2024-12-10 08:00:24.735029,1062,120,36,Maharashtra
static_image,2024-12-10 08:50:24.704126,713,43,54,Uttar Pradesh
static_image,2024-12-10 09:00:24.689271,334,47,26,Jammu and Kashmir
carousel,2024-12-10 09:00:24.689695,653,87,15,Rajasthan
reel,2024-12-10 09:00:24.693913,1744,106,124,Delhi
reel,2024-12-10 09:00:24.719288,1326,198,100,Maharashtra
static_image,2024-12-10 09:00:24.726712,714,42,37,Delhi
carousel,2024-12-10 09:00:24.726778,724,121,62,Kerala
static_image,2024-12-10 09:00:24.728322,1007,79,30,West Bengal
static_image,2024-12-10 09:00:24.733983,517,48,36,Delhi
static_image,2024-12-10 09:00:24.742045,981,116,59,Telangana
carousel,2024-12-10 09:53:24.689083,442,30,18,Chhattisgarh
carousel,2024-12-10 10:00:24.687733,954,36,97,Tamil Nadu
reel,2024-12-10 10:00:24.688743,1755,84,112,Rajasthan
carousel,2024-12-10 10:00:24.698584,1454,79,60,Maharashtra
reel,2024-12-10 10:00:24.713511,465,46,72,Assam
static_image,2024-12-10 10:00:24.715819,396,34,19,Kerala
static_image,2024-12-10 10:00:24.718832,690,72,46,Tamil Nadu
static_image,2024-12-10 10:00:24.719354,992,100,62,Maharashtra
static_image,2024-12-10 10:00:24.726179,733,60,38,West Bengal
static_image,2024-12-10 10:00:24.727955,931,71,22,Kerala
static_image,2024-12-10 10:00:24.729403,536,81,36,Chhattisgarh
reel,2024-12-10 10:00:24.736293,1202,142,75,Maharashtra
static_image,2024-12-10 10:00:24.740482,661,51,18,Punjab
carousel,2024-12-10 11:26:24.735670,826,137,42,West Bengal
static_image,2024-12-10 11:30:24.689406,723,56,45,Bihar
static_image,2024-12-10 11:30:24.694216,879,102,43,Karnataka
carousel,2024-12-10 11:30:24.710597,1231,90,101,Telangana
reel,2024-12-10 11:30:24.711166,1988,137,158,Tamil Nadu
static_image,2024-12-10 11:30:24.711535,667,32,42,Assam
static_image,2024-12-10 11:30:24.716290,859,129,55,Kerala
carousel,2024-12-10 11:30:24.721706,961,134,94,Karnataka
static_image,2024-12-10 11:30:24.722952,764,61,54,Odisha
reel,2024-12-10 11:30:24.724484,2181,338,247,Delhi
carousel,2024-12-10 11:30:24.739821,1012,48,51,Madhya Pradesh
static_image,2024-12-10 11:30:24.742002,829,77,19,Karnataka
carousel,2024-12-10 11:30:24.743291,1177,186,49,Maharashtra
reel,2024-12-10 11:30:24.743712,1567,69,63,West Bengal
carousel,2024-12-10 12:53:24.701157,1252,83,50,Andhra Pradesh
static_image,2024-12-10 13:13:24.701817,725,73,49,Karnataka
reel,2024-12-10 13:30:24.692062,1025,117,105,Haryana
static_image,2024-12-10 13:30:24.693957,619,73,54,Haryana
reel,2024-12-10 13:30:24.700415,1120,191,146,Uttar Pradesh
carousel,2024-12-10 13:30:24.707420,612,37,34,Bihar
static_image,2024-12-10 13:30:24.708251,588,77,36,Meghalaya
carousel,2024-12-10 13:30:24.708621,762,148,55,Kerala
reel,2024-12-10 13:30:24.708906,1821,175,126,Delhi
static_image,2024-12-10 13:30:24.717085,664,52,50,Jharkhand
carousel,2024-12-10 13:30:24.721774,854,114,57,Delhi
static_image,2024-12-10 13:30:24.733131,672,62,40,Telangana
reel,2024-12-10 13:30:24.734369,1471,150,65,Tamil Nadu
carousel,2024-12-10 13:30:24.736616,1090,92,63,Maharashtra
carousel,2024-12-10 13:30:24.738940,708,85,64,Madhya Pradesh
reel,2024-12-10 13:30:24.739050,1197,224,92,Bihar
carousel,2024-12-10 15:24:24.721398,886,86,45,Gujarat
static_image,2024-12-10 15:43:24.722193,680,93,66,Uttar Pradesh
carousel,2024-12-10 16:31:24.741533,1047,128,50,Uttar Pradesh
carousel,2024-12-10 16:38:24.742068,549,105,41,West Bengal
static_image,2024-12-10 17:00:24.721377,738,77,45,Uttar Pradesh
reel,2024-12-10 17:01:24.712752,1527,203,105,Rajasthan
static_image,2024-12-10 17:18:24.733398,672,58,62,Goa
static_image,2024-12-10 18:19:24.709858,1000,99,48,Delhi
reel,2024-12-10 18:27:24.706130,864,67,106,Manipur
carousel,2024-12-10 18:52:24.732909,552,79,6,Meghalaya
carousel,2024-12-10 19:39:24.710079,794,185,40,Punjab
reel,2024-12-10 19:56:24.703664,2300,240,101,Uttar Pradesh
reel,2024-12-10 22:02:24.741751,1305,110,90,Maharashtra
reel,2024-12-10 22:06:24.739117,1512,115,153,Rajasthan
static_image,2024-12-10 23:28:24.743669,670,75,38,Karnataka
static_image,2024-12-11 00:56:24.723260,571,68,17,Andhra Pradesh
reel,2024-12-11 01:23:24.709606,1334,130,68,Telangana
carousel,2024-12-11 01:39:24.712775,1008,77,60,Rajasthan
static_image,2024-12-11 02:37:24.689651,353,101,31,Karnataka
carousel,2024-12-11 02:55:24.694261,617,74,29,Uttar Pradesh
reel,2024-12-11 04:07:24.731060,956,90,108,Tamil Nadu
static_image,2024-12-11 05:44:24.739799,604,83,54,Maharashtra
carousel,2024-12-11 06:15:24.699187,741,71,48,Delhi
carousel,2024-12-11 09:04:24.718257,979,119,55,Uttar Pradesh
static_image,2024-12-11 09:57:24.738758,716,64,23,Haryana
reel,2024-12-11 10:13:24.686399,1083,62,94,Maharashtra
carousel,2024-12-11 11:00:24.686195,1070,128,69,Kerala
carousel,2024-12-11 11:00:24.689204,1138,111,58,Tamil Nadu
static_image,2024-12-11 11:00:24.689829,653,31,21,Bihar
reel,2024-12-11 11:00:24.697104,1740,224,116,Madhya Pradesh
reel,2024-12-11 11:00:24.698338,1412,165,145,Uttar Pradesh
carousel,2024-12-11 11:00:24.699570,1079,108,40,Uttarakhand
static_image,2024-12-11 11:00:24.701392,934,78,55,Uttarakhand
static_image,2024-12-11 11:00:24.703642,1120,39,25,West Bengal
reel,2024-12-11 11:00:24.706636,2279,119,78,Haryana
static_image,2024-12-11 11:00:24.708184,926,145,54,Maharashtra
carousel,2024-12-11 11:00:24.713534,1329,177,102,Uttar Pradesh
carousel,2024-12-11 11:00:24.715422,849,83,33,Rajasthan
static_image,2024-12-11 11:00:24.720714,323,100,55,Telangana
static_image,2024-12-11 11:00:24.729359,706,34,26,Manipur
static_image,2024-12-11 11:00:24.730196,901,89,33,Telangana
static_image,2024-12-11 11:24:24.739364,1136,88,73,Karnataka
static_image,2024-12-11 12:14:24.736819,665,58,49,Bihar
reel,2024-12-11 12:26:24.698205,898,54,116,West Bengal
static_image,2024-12-11 13:47:24.738504,478,68,55,Rajasthan
carousel,2024-12-11 13:49:24.711557,907,183,32,Delhi
reel,2024-12-11 13:58:24.738962,1210,106,74,Arunachal Pradesh
static_image,2024-12-11 14:14:24.737745,877,72,46,Telangana
carousel,2024-12-11 15:07:24.700891,741,94,78,Delhi
static_image,2024-12-11 16:23:24.709540,627,100,25,Haryana
static_image,2024-12-11 16:30:24.690647,478,27,24,Gujarat
static_image,2024-12-11 16:30:24.690965,1031,124,27,Delhi
static_image,2024-12-11 16:30:24.695021,760,76,49,Delhi
reel,2024-12-11 16:30:24.695967,737,68,48,Nagaland
carousel,2024-12-11 16:30:24.698316,973,49,61,Andhra Pradesh
reel,2024-12-11 16:30:24.703686,1567,74,89,Assam
static_image,2024-12-11 16:30:24.718001,666,44,45,Gujarat
static_image,2024-12-11 16:30:24.720419,858,88,36,Tamil Nadu
static_image,2024-12-11 16:30:24.723436,767,70,43,Madhya Pradesh
reel,2024-12-11 16:30:24.728586,749,83,102,Meghalaya
static_image,2024-12-11 16:30:24.733512,880,53,42,Gujarat
reel,2024-12-11 16:30:24.739496,1622,114,65,Gujarat
carousel,2024-12-11 16:30:24.742230,1307,129,62,Delhi
carousel,2024-12-11 17:30:24.686758,881,93,36,Assam
static_image,2024-12-11 17:30:24.690269,583,35,38,West Bengal
static_image,2024-12-11 17:30:24.692040,600,60,34,Kerala
carousel,2024-12-11 17:30:24.692447,861,95,45,Delhi
reel,2024-12-11 17:30:24.693545,1985,131,139,Karnataka
reel,2024-12-11 17:30:24.698271,1415,113,62,Gujarat
carousel,2024-12-11 17:30:24.703346,1102,182,85,Delhi
static_image,2024-12-11 17:30:24.703412,592,40,58,Gujarat
carousel,2024-12-11 17:30:24.708106,743,81,16,West Bengal
carousel,2024-12-11 17:30:24.717470,556,86,39,Uttar Pradesh
reel,2024-12-11 17:30:24.720181,2166,133,54,Maharashtra
reel,2024-12-11 17:30:24.723304,1245,49,116,Gujarat
carousel,2024-12-11 17:30:24.725357,637,114,30,West Bengal
static_image,2024-12-11 17:30:24.737500,476,33,23,Uttar Pradesh
carousel,2024-12-11 17:42:24.731126,1186,158,4,West Bengal
static_image,2024-12-11 18:36:24.733939,779,49,53,Madhya Pradesh
reel,2024-12-11 19:47:24.694494,1163,134,125,Rajasthan
reel,2024-12-11 20:36:24.720348,1484,225,42,Maharashtra
carousel,2024-12-11 23:21:24.727441,532,36,23,Rajasthan
static_image,2024-12-11 23:55:24.739283,768,94,55,Karnataka
carousel,2024-12-11 23:59:24.689895,859,44,72,Karnataka
carousel,2024-12-12 02:51:24.737768,789,48,32,Uttar Pradesh
static_image,2024-12-12 03:28:24.735161,613,63,36,Gujarat
static_image,2024-12-12 04:35:24.714414,623,73,32,Delhi
carousel,2024-12-12 05:08:24.704261,726,105,47,Gujarat
static_image,2024-12-12 05:25:24.740284,896,55,41,Maharashtra
static_image,2024-12-12 05:37:24.704394,781,54,21,Kerala
reel,2024-12-12 05:38:24.704283,633,74,48,Sikkim
carousel,2024-12-12 05:57:24.742340,737,130,41,West Bengal
static_image,2024-12-12 06:17:24.715701,745,44,51,Uttar Pradesh
reel,2024-12-12 06:22:24.738318,954,128,103,Karnataka
carousel,2024-12-12 06:24:24.743247,720,68,33,Telangana
reel,2024-12-12 07:00:24.688654,1282,108,57,Maharashtra
static_image,2024-12-12 07:00:24.692402,509,54,20,Uttar Pradesh
reel,2024-12-12 07:00:24.701882,812,95,31,Uttar Pradesh
static_image,2024-12-12 07:00:24.709452,374,63,28,Maharashtra
static_image,2024-12-12 07:00:24.732376,675,61,30,Delhi
reel,2024-12-12 07:00:24.734050,1283,53,43,Maharashtra
static_image,2024-12-12 07:00:24.734258,222,15,1,Nagaland
reel,2024-12-12 07:00:24.735139,2190,146,85,Delhi
carousel,2024-12-12 07:00:24.737856,427,68,30,Himachal Pradesh
static_image,2024-12-12 07:00:24.740174,458,31,25,Gujarat
reel,2024-12-12 07:26:24.712055,1329,72,124,Karnataka
carousel,2024-12-12 09:54:24.688366,707,145,43,Kerala
carousel,2024-12-12 11:00:24.693751,1554,75,30,Gujarat
reel,2024-12-12 11:00:24.697174,1846,301,185,Kerala
static_image,2024-12-12 11:00:24.700604,1257,128,67,Gujarat
static_image,2024-12-12 11:00:24.710665,640,92,37,Karnataka
static_image,2024-12-12 11:00:24.718897,952,91,71,Punjab
reel,2024-12-12 11:00:24.723090,2581,187,134,Punjab
reel,2024-12-12 11:00:24.724374,1915,238,102,Uttar Pradesh
carousel,2024-12-12 11:00:24.736705,815,124,51,Uttarakhand
carousel,2024-12-12 11:39:24.741099,1283,61,104,Punjab
reel,2024-12-12 11:48:24.717107,1764,250,161,Gujarat
static_image,2024-12-12 12:00:24.688882,686,84,10,Andhra Pradesh
static_image,2024-12-12 12:00:24.702465,1132,75,120,Delhi
reel,2024-12-12 12:00:24.708040,2100,268,137,Maharashtra
reel,2024-12-12 12:00:24.709562,1724,210,122,Andhra Pradesh
static_image,2024-12-12 12:00:24.712617,892,108,47,Haryana
reel,2024-12-12 12:00:24.716929,1761,238,63,Delhi
static_image,2024-12-12 12:00:24.726383,820,164,54,Karnataka
reel,2024-12-12 12:20:24.719677,1687,164,199,West Bengal
carousel,2024-12-12 13:13:24.731192,1032,102,51,Delhi
static_image,2024-12-12 14:00:24.689806,687,59,29,Bihar
reel,2024-12-12 14:00:24.691821,1152,170,161,Kerala
reel,2024-12-12 14:00:24.692084,1204,106,135,Himachal Pradesh
carousel,2024-12-12 14:00:24.697404,985,119,39,Kerala
reel,2024-12-12 14:00:24.712120,1026,88,172,Maharashtra
reel,2024-12-12 14:00:24.716110,1578,179,138,Uttarakhand
static_image,2024-12-12 14:00:24.719061,517,64,19,Odisha
static_image,2024-12-12 14:00:24.719655,516,41,18,Bihar
static_image,2024-12-12 14:00:24.730858,872,80,60,Maharashtra
static_image,2024-12-12 14:18:24.723414,1033,61,39,Andhra Pradesh
carousel,2024-12-12 14:43:24.699355,941,44,43,Maharashtra
static_image,2024-12-12 16:30:24.686708,953,88,56,Maharashtra
static_image,2024-12-12 16:30:24.689038,710,39,41,Assam
reel,2024-12-12 16:30:24.692999,910,113,82,Delhi
carousel,2024-12-12 16:30:24.696545,467,115,22,Maharashtra
reel,2024-12-12 16:30:24.696716,1529,179,57,Uttar Pradesh
reel,2024-12-12 16:30:24.700459,1076,164,143,Maharashtra
static_image,2024-12-12 16:30:24.701634,559,88,36,Gujarat
static_image,2024-12-12 16:30:24.702733,743,30,38,Gujarat
static_image,2024-12-12 16:30:24.702777,657,65,40,Kerala
reel,2024-12-12 16:30:24.712595,1069,146,56,Uttar Pradesh
reel,2024-12-12 16:30:24.716176,1083,112,87,Andhra Pradesh
static_image,2024-12-12 16:30:24.720868,624,62,34,Punjab
reel,2024-12-12 16:30:24.728058,1404,203,110,Andhra Pradesh
carousel,2024-12-12 16:30:24.730693,1043,114,100,Assam
carousel,2024-12-12 16:30:24.739161,580,65,49,Karnataka
carousel,2024-12-12 16:30:24.742893,773,79,49,Odisha
reel,2024-12-12 18:30:24.687457,945,74,101,Rajasthan
carousel,2024-12-12 18:30:24.688062,818,67,36,Telangana
reel,2024-12-12 18:30:24.693337,1736,105,109,Odisha
static_image,2024-12-12 18:30:24.698360,621,58,55,West Bengal
reel,2024-12-12 18:30:24.710416,1867,172,61,Delhi
static_image,2024-12-12 18:30:24.728963,674,69,33,Gujarat
reel,2024-12-12 18:30:24.735293,1335,95,132,Karnataka
carousel,2024-12-12 18:30:24.740064,760,92,35,West Bengal
reel,2024-12-12 18:30:24.741957,1290,193,37,Gujarat
static_image,2024-12-12 18:38:24.704082,625,95,39,Tamil Nadu
static_image,2024-12-12 18:39:24.733197,558,92,60,Maharashtra
carousel,2024-12-12 19:34:24.708589,801,117,28,Jharkhand
reel,2024-12-12 19:55:24.702917,1538,148,128,Uttar Pradesh
carousel,2024-12-12 21:00:24.686528,871,132,51,Rajasthan
static_image,2024-12-12 21:00:24.690896,697,83,39,Telangana
carousel,2024-12-12 21:00:24.692314,857,72,49,Maharashtra
reel,2024-12-12 21:00:24.705664,1778,129,171,Karnataka
reel,2024-12-12 21:00:24.711513,2189,128,212,Delhi
static_image,2024-12-12 21:00:24.731546,455,47,33,Chhattisgarh
static_image,2024-12-12 21:00:24.737677,499,38,29,Rajasthan
reel,2024-12-12 21:00:24.738362,1509,175,108,Jharkhand
reel,2024-12-12 22:02:24.737588,1717,220,192,Delhi
carousel,2024-12-13 00:28:24.733715,538,82,50,Gujarat
static_image,2024-12-13 00:30:24.689628,438,52,57,Maharashtra
carousel,2024-12-13 00:30:24.693140,294,113,29,Telangana
reel,2024-12-13 00:30:24.693272,1160,133,92,Punjab
reel,2024-12-13 00:30:24.695945,855,135,42,Delhi
static_image,2024-12-13 00:30:24.699789,366,76,57,Delhi
carousel,2024-12-13 00:30:24.701678,848,75,33,West Bengal
carousel,2024-12-13 00:30:24.703058,749,79,28,Tamil Nadu
static_image,2024-12-13 00:30:24.715907,759,102,24,Kerala
static_image,2024-12-13 00:30:24.716154,523,82,32,Uttar Pradesh
static_image,2024-12-13 00:30:24.721311,667,99,37,Delhi
static_image,2024-12-13 00:30:24.730645,795,16,39,Karnataka
reel,2024-12-13 00:30:24.732244,1305,128,106,Tamil Nadu
carousel,2024-12-13 00:30:24.733264,1189,75,62,Karnataka
static_image,2024-12-13 00:30:24.736161,571,77,30,Punjab
static_image,2024-12-13 00:30:24.738098,504,62,18,Madhya Pradesh
static_image,2024-12-13 00:30:24.740944,563,58,29,Karnataka
static_image,2024-12-13 00:55:24.733603,439,40,19,Goa
static_image,2024-12-13 01:06:24.729249,654,54,36,Gujarat
carousel,2024-12-13 01:14:24.731613,670,69,34,Uttar Pradesh
reel,2024-12-13 01:50:24.708317,1020,103,112,Telangana
static_image,2024-12-13 03:40:24.707742,871,46,55,Delhi
carousel,2024-12-13 04:41:24.742296,417,58,17,Maharashtra
static_image,2024-12-13 07:26:24.717181,651,93,54,West Bengal
reel,2024-12-13 09:43:24.729588,1281,153,64,Kerala
carousel,2024-12-13 10:17:24.714686,854,100,53,Gujarat
static_image,2024-12-13 10:36:24.729446,832,85,16,Karnataka
carousel,2024-12-13 10:42:24.699899,656,66,52,Madhya Pradesh
static_image,2024-12-13 10:50:24.740900,564,81,41,Telangana
reel,2024-12-13 12:34:24.720231,3705,253,199,Maharashtra
carousel,2024-12-13 12:44:24.689939,1330,161,69,Delhi
static_image,2024-12-13 12:49:24.686956,1064,115,76,Gujarat
static_image,2024-12-13 14:00:24.688389,798,98,72,Delhi
static_image,2024-12-13 14:00:24.689361,1026,63,50,Delhi
static_image,2024-12-13 14:00:24.696011,660,80,53,West Bengal
carousel,2024-12-13 14:00:24.696424,678,47,13,Rajasthan
carousel,2024-12-13 14:00:24.700171,805,105,66,Gujarat
static_image,2024-12-13 14:00:24.700869,880,55,84,West Bengal
static_image,2024-12-13 14:00:24.706460,809,16,58,Assam
static_image,2024-12-13 14:00:24.708273,532,87,49,Karnataka
carousel,2024-12-13 14:00:24.715019,1143,104,83,Delhi
reel,2024-12-13 14:00:24.720208,1712,113,125,Tamil Nadu
carousel,2024-12-13 14:00:24.721024,633,54,53,Kerala
carousel,2024-12-13 14:00:24.722631,612,98,70,Rajasthan
reel,2024-12-13 14:00:24.724060,1311,269,206,Kerala
reel,2024-12-13 14:00:24.729030,1525,305,129,Delhi
